Pachastrella monilifera
Subcoccinella vigintiquatuorpunctata
Cytheropteron latissimum
Malachius aeneus
Odacantha melanura
Wankeliella medialis
Evergestis aenealis
Malachius bipustulatus
Sitochroa palealis
Pseudeuophrys erratica
Trachinus draco
Sitochroa verticalis
Entelecara acruminata
Pinicola enucleator
Tiso aestivus
Entelecara media
Tiso vagans
Phosphuga atrata
Evergestis limbata
Orthonama obstipata
Nycticorax nycticorax
Evergestis pallidata
Malachius viridis
Sitona ambiguus
Piniphila bifasciana
Orthonama vittata
Luperina testacea
Stenophylax permistus
Thalassaphorura debilis
Stenophylax vibex
Anthicus antherinus
Anthicus ater
Sitona cylindricollis
Liotrichus affinis
Suberites carnosus
Paederus fuscipes
Eukrohnia hamata
Cybocephalus politus
Ectemnius cavifrons
Thalassarche melanophris
Orthonevra erythrogona
Photedes fluxa
Orthonevra geniculata
Zeuzera pyrina
Suberites ficus
Photedes minima
Orthonevra nobilis
Entelurus aequoreus
Desmacella infundibuliformis
Desmacella inornata
Sitona hispidulus
Luperus flavipes
Anthicus flavipes
Anthicus floralis
Acronicta alni
Entephria byssata
Luperus longicornis
Entephria caesiata
Brachystomella parvula
Orthonotus rufifrons
Ovibos moschatus
Cornicularia clavicornis
Sitona lepidus
Cornicularia cuspidata
Alopex lagopus
Sitona lineatus
Sitona lineellus
Cornicularia karpinskii
Aradus betulae
Cephalcia abietis
Hyperoodon ampullatus
Cephalcia alpina
Cephalcia arvensis
Thalasseus sandvicensis
Entephria nobilaria
Entephria nobiliaria
Schrankia costaestrigalis
Cephalcia intermedia
Trichosirocalus barnevillei
Aradus cinnamomeus
Entephria polata
Entephria punctipes
Aradus conspicuus
Acronicta euphorbiae
Aradus corticalis
Trichosirocalus troglodytes
Aradus depressus
Brachyta interrogationes
Plectrophenax nivalis
Brachyta interrogationis
Hyperoplus lanceolatus
Malacoceros fuliginosus
Sitona puncticollis
Gypsonoma aceriana
Paleofavosites schmidti
Aradus lugubris
Gypsonoma dealbana
Malacoceros vulgaris
Dinoptera collaris
Dorytomus affinis
Gypsonoma nitidulana
Anthicus sellatus
Cornigamasus lunaris
Acronicta leporina
Gypsonoma sociana
Orthoperus atomus
Sitona suturalis
Dorytomus edoughensis
Dorytomus hirtipennis
Acronicta megacephala
Orthoperus punctatus
Acronicta menyanthidis
Orthoperus rogeri
Dorytomus lapponicus
Malacocoris chlorizans
Alleotomus germanicus
Trixagus dermestoides
Schreckensteinia festaliella
Parascotia fuliginaria
Acronicta psi
Acronicta rumicis
Ancylis unguicella
Sitophilus granarius
Sphaerium corneum
Dorytomus taeniatus
Oncocera faecella
Sitophilus oryzae
Dorytomus tortrix
Dorytomus tremulae
Malacodea regelaria
Chrysallida excavata
Chrysallida eximia
Oncocera semirubella
Clathrodictyon kudriavzevi
Chrysallida indistincta
Chrysallida interstincta
Malacolimax tenellus
Dinothenarus pubescens
Chrysallida obtusa
Oxypoda alternans
Chrysallida pellucida
Eulalia mustela
Chrysallida spiralis
Abra alba
Heteromurus nitidus
Sitta europaea
Epitonium clathrus
Parasemia plantaginis
Abra longicallis
Ascidia conchilega
Abra longicallus
Abra nitida
Anthidium manicatum
Abra prismatica
Eulalia tjalfiensis
Ascidia mentula
Anthidium punctatum
Ectinosoma neglectum
Plegaderus caesus
Dosinia exoleta
Pelecanus crispus
Plegaderus vulneratus
Ectinus aterrimus
Eulamprotes atrella
Nephrops norvegicus
Plegadis falcinellus
Alopochen aegyptica
Dosinia lincta
Photis longicaudata
Eulamprotes unicolorella
Dosinia lupinus
Eulamprotes wilkella
Zicrona caerulea
Ascidia virginea
Cychramus luteus
Photis reinhardi
Cychramus variegatus
Acroperus harpae
Orthops campestris
Orthops kalmi
Orthops kalmii
Alosa alosa
Ascidiella aspersa
Cychrus caraboides
Cephalocousya nivicola
Ascidiella scabra
Sitticus floricola
Ectobius lapponicus
Poraspis polaris
Alosa fallax
Gyptis rosea
Sitticus pubescens
Janira maculosa
Pelecopsis elongata
Stenopterapion loti
Stenopterapion meliloti
Mesoplodon bidens
Haliplus fulvus
Evodinus borealis
Stenopterapion virens
Sitticus terebratus
Pelecopsis mengei
Liparis fabricii
Pelecopsis paralella
Mullus surmuletus
Aegithalos caudatus
Atheta aeneipennis
Catoptria margaritella
Nephrotoma cornicina
Atheta allocera
Gomphocerippus rufus
Atheta altaica
Cephalodella gibba
Atheta amicula
Thalassodrilus prostatus
Atheta amplicollis
Pteraster militaris
Alosterna tabacicolor
Atheta arctica
Nargus wilkinii
Harpocera thoracica
Atheta atramentaria
Gyratrix hermaphroditus
Gyratrix proavus
Atheta benickiella
Gomphocerus rufus
Pseudisotoma sensibilis
Atheta boleticola
Trichostegia minor
Atheta boreella
Agelastica alni
Epistrophe nitidicollis
Abraxas grossulariata
Gyraulus acronicus
Atheta brunneipennis
Atheta canescens
Gyraulus albus
Rhizedra lutosa
Atheta castanoptera
Atheta cauta
Anthobium atrocephalum
Pseudmecynostomum flavescens
Bandakia concreta
Watsonalla cultraria
Agelena labyrinthica
Atheta corvina
Atheta crassicornis
Anthobium melanocephalum
Atheta debilis
Stenoptilia islandicus
Atheta depressicollis
Atheta diversa
Turrisipho dalli
Turrisipho fenestratus
Samytha sexcirrata
Atheta elongatula
Stenoptilia pelidnodactyla
Anthobium unicolor
Atheta euryptera
Pteronidea brevivalvis
Pteronidea capreae
Atheta excellens
Stenoptilia pterodactyla
Atheta excelsa
Pteronidea gracilidentata
Pteronidea incompletus
Atheta flavipes
Pteronidea mysotidis
Pteronidea nigricornis
Stenoptilia veronicae
Pteronidea pavidus
Liparis liparis
Pteronidea salicis
Atheta fungi
Atheta fusca
Atheta gagatina
Calidris alpina
Oxypoda nigricornis
Atheta graminicola
Anaitides groenlandica
Stenoptinea cyaneimarmorella
Pteronitella retroflexa
Leptura maculata
Atheta harwoodi
Anaitides maculata
Pelenomus canaliculatus
Oncopodura crassicornis
Pelenomus commari
Leptura melanura
Dioctria atricapilla
Atheta hyperborea
Anaitides subulifera
Atheta hypnorum
Cyrnus crenaticornis
Pelenomus quadrituberculatus
Atheta indubia
Pelenomus velaris
Oncopsis alni
Atheta intermedia
Liparis montagui
Atheta islandica
Dioctria hyalipennis
Oncopsis flavicollis
Atheta laevana
Atheta laevicauda
Atheta lateralis
Nephrotoma tenuipes
Atheta laticollis
Dioctria oelandica
Atheta latifemorata
Dioctria rufipes
Oncopsis tristis
Atheta longicornis
Megacyclops viridis
Atheta luridipennis
Atheta macrocera
Atheta marcida
Atheta melanocera
Sceptonia concolor
Orthosia cerasi
Atheta monticola
Parasitus coleoptratorum
Atheta munsteri
Atheta myrmecobia
Orthosia cruda
Aphodius niger
Parasitus kempersi
Atheta nigra
Chamelea gallina
Atheta nigricornis
Psyche crassiorella
Gomphus vulgatissimus
Argentina silus
Chamelea striatula
Palliolum incomparabile
Calidris canutus
Euleioptilus tephradactyla
Scalibregma inflatum
Atheta orbata
Atheta orphana
Phoxinus phoxinus
Orthosia gothica
Atheta pallidicornis
Orthosia gracilis
Narycia duplicella
Atheta palustris
Atheta paracrassicornis
Atheta parapicipennis
Tmetonyx cicada
Multithecopora syrinx
Multithecopora tchernychevi
Rabilimis mirabilis
Atheta picipennis
Atheta picipennoides
Atheta picipes
Atheta pilicornis
Rabocerus foveolatus
Rabocerus gabrieli
Palliolum striatum
Nephthys ciliata
Atheta procera
Phoxocephalus holbolli
Ectocyclops phaleratus
Orthosia miniosa
Atheta setigera
Thalera fimbrialis
Atheta sibirica
Atheta sodalis
Leptura quadrifasciata
Atheta sordidula
Atheta sparreschneideri
Parasmittina trispinosa
Atheta subglabra
Atheta subplana
Atheta subsinuata
Orthosia populeti
Atheta subtilis
Ectoedemia albifasciella
Atheta talpa
Ectoedemia amani
Cacopsylla pyrisuga
Ectoedemia angulifasciella
Ectoedemia arcuatella
Ectoedemia argyropeza
Cacopsylla sorbi
Ectoedemia atrifrontella
Brachytron pratense
Atheta xanthopus
Atheta zosterae
Nephtys ciliata
Nephtys cirrosa
Ectoedemia intimella
Ectoedemia longicaudella
Cyclaspis longicaudata
Nephtys hombergi
Nephtys hombergii
Nephtys hystricis
Ectoedemia occultella
Nephtys incisa
Gyrinus aeratus
Skenea basistriata
Nephtys longosetosa
Ectoedemia rubivora
Ectoedemia septembrella
Ectoedemia sericopeza
Skenea ossiansarsi
Nephtys paradoxa
Skenea rugulosa
Chrysanthia geniculata
Ectoedemia weaveri
Chrysanthia nigricornis
Skenea trochoides
Sciocoris cursitans
Chrysanthia viridissima
Eulia ministrana
Athetis gluteosa
Sphecomyia vespiformis
Pseudobrachypeza helvetica
Skeneopsis planorbis
Nymphalis antiopa
Dadobia immersa
Nephus bisignatus
Gyrinus marinus
Alcis repandata
Gyrinus minutus
Nymphalis c-album
Calidris minuta
Mesorhynchus terminostylis
Gyrinus opacus
Brachyusa concolor
Gyrinus paykulli
Athetis pallustris
Nymphalis io
Billaea triangulifera
Nephus redtenbacheri
Eulima bilineata
Tapes decussata
Pterophorus pentadactyla
Gyrinus substriatus
Neptunea antiqua
Nymphalis polychloros
Phragmatobia fuliginosa
Mesosa curculionoides
Nymphalis urticae
Abrostola tripartita
Abrostola triplasia
Enterostomula dura
Corophium bonelli
Oncotylus punctipes
Anthocomus equestris
Anthocomus fasciatus
Nepotilla amoena
Anthocomus rufus
Rachotropis aculeata
Euplectus karsteni
Weberella bursa
Mesosa nebulosa
Ondatra zibethicus
Eriocrania cicatricella
Eriocrania salopiella
Eriocrania sangii
Sphegina clunipes
Eriocrania semipurpurella
Exaeretia allisella
Anthocoris confusus
Eriocrania sparrmannella
Exaeretia ciniflonella
Eriocrania subpurpurella
Eriocrania unimaculella
Anthocoris gallarumulmi
Aphodius piceus
Anthocoris limbatus
Ondina divisa
Euplectus mutator
Anthocoris nemoralis
Anthocoris nemorum
Eulimella acicula
Sphegina sibirica
Cephalopoda larvae
Atholus bimaculatus
Anthocotyle merluccii
Polygraphus poligraphus
Eulimella laevis
Atholus duodecimstriatus
Polygraphus punctifrons
Erythromma najas
Munida intermedia
Mogulones crucifer
Eulimella scillae
Eulimella ventricosa
Hoplodrina blanda
Coronella austriaca
Hoplodrina octogenaria
Acrosalenia dhrumaensis
Leptusa ruficollis
Plemyria rubiginata
Athous haemorrhoidalis
Lacon conspersus
Anania coronata
Munida sarsi
Crombrugghia distans
Tursiops truncatus
Munida sarsii
Anania fuscalis
Araneus angulatus
Anania hortulata
Lipobranchus jeffreysii
Anania perlucidalis
Athous subfuscus
Syllides longocirrata
Campaea margaritaria
Lacon fasciatus
Anania verbascalis
Campaea margaritata
Turtonia minuta
Chrysomela tremula
Eriogaster arbusculae
Athous vittatus
Munida tenuimana
Eriogaster lanestris
Colocasia coryli
Orthotaenia undulana
Exapate congelatella
Athrips mouffetella
Priapulus caudatus
Ectrepesthoneura bucera
Athrips pruinosella
Ectrepesthoneura colyeri
Ectrepesthoneura hirta
Ectrepesthoneura pubescens
Ectrepesthoneura referta
Araneus diadematus
Athrips tetrapunctella
Scoloplos armiger
Athripsodes aterrimus
Metridia armata
Pallasea quadrispinosa
Athripsodes cinereus
Athripsodes commutatus
Anapagurus chiroacanthus
Anapagurus laevis
Anapagurus levis
Eulithis mellinata
Eulithis populata
Eulithis prunata
Eulithis pyraliata
Absidia rufotestacea
Halisarca dujardini
Ectropis crepuscularia
Alphitobius diaperinus
Oniscus asellus
Araneus nordmanni
Onisimus litoralis
Zirfaea crispata
Nymphon gracile
Nymphon grossipes
Stenostola dubia
Munidopsis serricornis
Orthotomicus laricis
Stenostola ferrea
Gyrohypnus angustatus
Orthotomicus proximus
Gyrohypnus atratus
Nymphon hirtum
Gyrohypnus fracticornis
Gyrohypnus liebei
Lepturobosca virens
Gyrohypnus scoticus
Cadaverota cadaverina
Munidopsis tridentata
Nymphon longitarse
Araneus sturmi
Clelandella miliaris
Trichotria pocillum
Athrycia curvinervis
Trichotria truncata
Athrycia trepida
Rhizocrinus lofotensis
Dafila acuta
Taphrocampa annulosa
Orthotrichia costalis
Daghanirhynchia daghaniensis
Hyphydrus ovatus
Lacinius ephippiatus
Chaoborus crystallinus
Araniella cucurbitina
Chaoborus flavicans
Nymphon serratum
Chaoborus obscuripes
Chaoborus pallidus
Araniella opisthographa
Nymphon sluiteri
Chrysotropia ciliata
Ammodytes tobianus
Nymphon stroemii
Nymphon stromii
Chrysis ignita
Sciapus platypterus
Phronia maculata
Brada granulosa
Brada inhabilis
Brada villosa
Parastichopus tremulus
Sciapus wiedemanni
Munnopsis typica
Crambus alienellus
Parastichtis suspecta
Araphura brevimana
Taphropeltus hamulatus
Palliolum furtivum
Leptusa fumida
Acrostiba borealis
Palliolum incomparabilis
Onoba aculeus
Palliolum tigerinum
Gyrophaena affinis
Palliolum tigrinum
Lipophrys pholis
Gonactinia prolifera
Coelosphaera physa
Lipoptena cervi
Gyrophaena boleti
Nymphula nitidulata
Corophium affine
Gyrophaena fasciata
Jasmineira candela
Jasmineira caudata
Jasmineira elegans
Megaloceraea reticornis
Onoba semicostata
Corophium crassicorne
Leptusa pulchella
Metridia lucens
Neptunea despecta
Cadra cautella
Crossaster papposus
Hoplosmia spinulosa
Gyrophaena strictula
Dahlica charlottae
Megalocoleus molliculus
Dahlica lazuri
Phratora polaris
Leciscus idus
Exechia confinis
Exechia contaminata
Corralina officinalis
Lipothrix lubbocki
Gonatium rubellum
Exechia dorsalis
Mesothuria intestinalis
Gonatium rubens
Exechia exigua
Exechia frigida
Exechia fusca
Attagenus pellio
Phratora atrovirens
Exechia lundstroemi
Leptinus testaceus
Phratora laticollis
Exechia nigra
Hyloniscus riparius
Phratora vitellinae
Exechia parva
Phratora vulgatissima
Nysius ericae
Polylepta borealis
Polylepta guttiventris
Bradya typica
Exechia repanda
Nysius groenlandicus
Exechia separata
Exechia seriata
Hypnoidus consobrinus
Sepedophilus constans
Hypnoidus riparius
Hypnoidus rivularis
Hypnoidus rivularius
Sepedophilus immaculatus
Cadulus jeffreysi
Sepedophilus littoreus
Exechia pseudocincta
Colon appendiculatum
Colon arcticum
Sepedophilus marshami
Anthrenus museorum
Nysius thymi
Colon bidentatum
Paraswammerdamia albicapitella
Paraswammerdamia conspersella
Colon brunneum
Paraswammerdamia lapponica
Sepedophilus pedicularius
Chrysobothris affinis
Paraswammerdamia nebulella
Exechiopsis hammi
Exechiopsis indecisa
Exechiopsis intersecta
Sepedophilus testaceus
Exechiopsis lackschewitziana
Exechiopsis ligulata
Colon latum
Polymastia agglutinans
Sciastes extremus
Polymastia boletiformis
Anthonomus phyllocola
Exechiopsis pseudondecisa
Exechiopsis pulchella
Cadulus subfusiformis
Exechiopsis sagittata
Tychius meliloti
Colon serripes
Anthonomus pomorum
Nysius helveticus
Colon viennense
Glycera tesselata
Chrysobothris chrysostigma
Lepus capensis
Fratercula arctica
Anthonomus rectirostris
Tapinocyba insecta
Diopisthoporus longitubus
Polymastia mamillaris
Mesotype didymata
Polymastia mammillaris
Tapinocyba pallens
Mesotype parallelolineata
Anthonomus rubi
Tychius picirostris
Phronia peculiaris
Tapinocyboides pygmaeus
Anthonomus rufus
Stenotrachelus aeneus
Palmenia tvaerminnensis
Mesovelia furcata
Tychius quinquepunctatus
Nassarius incrassatus
Oenanthe oenanthe
Bradycellus caucasicus
Pseudocalanus elongatus
Pseudocalanus minutus
Tychius stephensi
Euplexia lucipara
Bradycellus harpalinus
Veigaia nemorensis
Aegolius funereus
Parasyrphus lineolus
Parasyrphus macularis
Aphodius sticticus
Parasyrphus malinellus
Exechia unimaculata
Bradycellus ruficollis
Parasyrphus nigritarsis
Pterostichus adstrictus
Lepus timidus
Tapinopa longidens
Rhizophagus bipustulatus
Parasyrphus tarsatus
Parasyrphus vittiger
Bradycellus verbasci
Rhizophagus cribratus
Rhizophagus depressus
Nereimyra punctata
Adalia decempunctata
Rhizophagus dispar
Rhizophagus ferrugineus
Rhizophagus grandis
Epitheca bimaculata
Anaplectoides prasina
Orthotylus ericetorum
Rhizophagus nitidulus
Thyatira batis
Rhizophagus parallelocollis
Rhizophagus parvulus
Orthotylus fuscescens
Rhizophagus perforatus
Rhizophagus picipes
Oxypselaphus obscurus
Orthotylus marginalis
Zoarces viviparus
Orthotylus prasinus
Vejdovskya suecica
Thalycra fervida
Anthophagus alpinus
Tychus niger
Caridion gordoni
Todarodes sagittatus
Anthophagus caraboides
Orthotylus virens
Biphyllus lunatus
Polymerus nigritus
Todaropsis eblanae
Streblosoma bairdi
Polymerus tepastus
Polymerus unifasciatus
Anthophagus omalinus
Archarius crux
Pterostichus crenatus
Stenotus binotatus
Paratalanta hyalinalis
Taleporia tubulosa
Maldane sarsi
Paratalanta pandalis
Pterostichus cupreus
Lepyronia coleoptrata
Carilia virginea
Thamiaraea cinnamomea
Thamiaraea hospita
Aglais io
Anthophila fabriciana
Pterostichus diligens
Nassarius pygmaeus
Thesbia nana
Thamiocolus viduatus
Lepyrus arcticus
Sepiola atlantica
Aglais urticae
Megalonotus antennus
Megalonotus chiragra
Nassarius reticulatus
Dioryctria abietella
Sulcacis affinis
Sulcacis fronticornis
Baptria tibiale
Pelochrista caecimaculana
Pelochrista infidana
Aglantha digitalis
Zodion cinereum
Aphodius tenellus
Dioryctria schuetzeella
Dioryctria simplicella
Dioryctria sylvestrella
Crossopalpus curvinervis
Crossopalpus curvipes
Jassa marmorata
Crossopalpus nigritellus
Megalopelma nigroclavatus
Smerinthus ocellata
Jassargus alpinus
Messa glaucopis
Corthippus albomarginatus
Corthippus brunneus
Messa nana
Nereis longissima
Jassargus distinguendus
Jassargus flori
Pterostichus lepidus
Stenurella melanura
Stenurella nigra
Desmodora pilosa
Polymixis gemmea
Nereis pelagica
Exechiopsis subulata
Pterostichus melanarius
Acrotona aterrima
Didea fasciata
Polymixis polymita
Acrotona fungi
Pterostichus minor
Acrotona orbata
Tricoma bathycola
Acrotona parvula
Phronia caliginosa
Phronia cinerascens
Phronia cordata
Phronia disgrega
Phronia dziedzickii
Phronia exigua
Phronia flavipes
Phronia forcipata
Palomena prasina
Hister funestus
Phronia humeralis
Phronia jacosa
Pterostichus niger
Corticaria abietorum
Velia caprai
Phronia nigricornis
Phronia nigripalpis
Phronia nitidiventris
Pterostichus oblongopunctatus
Corticaria crenulata
Phronia persimilis
Phronia petulans
Velia saulii
Polymnia nebulosa
Phronia siebeckii
Phronia signata
Corticaria elongata
Phronia strenua
Nereis virens
Gonepteryx rhamni
Synuchus vivalis
Phronia tenuis
Phronia tiefii
Corticaria ferruginea
Stenus ageus
Corticaria foveola
Nereis zonata
Corticaria fulva
Phronia willistoni
Palorus depressus
Corticaria impressa
Corticaria interstitialis
Corticaria lapponica
Stenus argus
Corticaria lateritia
Corticaria longicollis
Nemophora bellella
Luscinia calliope
Stenus atratulus
Stenus audax
Corticaria orbicollis
Radiella hemisphaerica
Acrotrichis atomaria
Stenus bifoveolatus
Luscinia luscinia
Corticaria polypori
Stenus biguttatus
Acrotrichis brevipennis
Corticaria pubescens
Luscinia megarhynchos
Pterostichus rhaeticus
Acrotrichis cognata
Corticaria rubripes
Stenus binotatus
Corticaria saginata
Pelophila borealis
Cephus cultratus
Corticaria serrata
Acrotrichis dispar
Pelophila lutheri
Stenus boops
Acrotrichis fascicularis
Aglaophamus malmgreni
Cephus nigrinus
Acrotrichis grandicollis
Stenus brunnipes
Corticaria umbilicata
Luscinia svecica
Acrotrichis insularis
Acrotrichis intermedia
Oxyptilus parvidactyla
Aglaophamus rubella
Stenus canaliculatus
Corticarina fuscula
Neriene clathrata
Stenus carbonarius
Acrotrichis montandonii
Anarhichas lupus
Anarhichas minor
Acrotrichis parva
Corticarina latipennis
Acrotrichis pumila
Acrotrichis rosskotheni
Stenus cicindeloides
Acrotrichis rugulosa
Stenus circularis
Acrotrichis sericans
Acrotrichis silvatica
